City,Date,Kick Off (local),Home Team,Away Team,Venue,Home Score,Away Score,Home Goals,Home Behinds,Away Goals,Away Behinds,Home Odds,Away Odds,Rain,URL
Adelaide,3/05/2015,16:10,Adelaide,Port Adelaide,Adelaide Oval,91,115,13,13,18,7,2.28,1.63,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-105924303&p_stn_num=023011
Melbourne,3/05/2015,15:20,St Kilda,Essendon,Etihad Stadium,80,82,11,14,11,16,5.64,1.14,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Melbourne,3/05/2015,13:10,Melbourne,Fremantle,MCG,50,118,6,14,18,10,5.2,1.17,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Perth,2/05/2015,17:40,West Coast,GWS Giants,Domain Stadium,120,33,18,12,4,9,1.67,2.22,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-16771239&p_stn_num=009151
Melbourne,2/05/2015,19:20,North Melbourne,Hawthorn,Etihad Stadium,70,130,10,10,19,16,3.32,1.33,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Gold Coast,2/05/2015,16:35,Gold Coast,Brisbane,Metricon Stadium,118,54,18,10,7,12,2.08,1.76,132,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-326713690&p_stn_num=040416
Sydney,2/05/2015,14:10,Sydney,Western Bulldogs,SCG,73,77,10,13,11,11,1.15,5.36,15.8,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-873151344&p_stn_num=066073
Melbourne,2/05/2015,13:45,Richmond,Geelong,MCG,76,85,11,10,12,13,1.63,2.28,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Melbourne,1/05/2015,19:50,Carlton,Collingwood,MCG,45,120,6,9,18,12,2.41,1.58,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Melbourne,26/04/2015,16:40,Western Bulldogs,Adelaide,Etihad Stadium,125,68,18,17,10,8,3.59,1.29,,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Geelong,26/04/2015,15:20,Geelong,North Melbourne,Simonds Stadium,67,83,9,13,12,11,2.26,1.63,1.2,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1519465927&p_stn_num=087162
Brisbane,26/04/2015,13:10,Brisbane,West Coast,Gabba,65,118,9,11,17,16,2.7,1.46,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-334797792&p_stn_num=040913
Perth,25/04/2015,18:45,Fremantle,Sydney,Domain Stadium,74,60,11,8,8,12,1.6,2.36,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-16771239&p_stn_num=009151
Adelaide,25/04/2015,19:10,Port Adelaide,Hawthorn,Adelaide Oval,99,91,15,9,13,13,2.43,1.56,,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-105924303&p_stn_num=023011
Canberra,25/04/2015,17:40,GWS Giants,Gold Coast,Manuka Oval,119,53,16,23,7,11,1.39,2.97,,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-986923182&p_stn_num=070246
Melbourne,25/04/2015,14:40,Essendon,Collingwood,MCG,49,69,6,13,9,15,1.41,2.91,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Wellington,25/04/2015,13:10,St Kilda,Carlton,Westpac Stadium,81,121,12,9,18,13,3.14,1.36,,
Melbourne,24/04/2015,19:50,Richmond,Melbourne,MCG,51,83,6,15,12,11,1.31,3.46,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Perth,19/04/2015,14:40,West Coast,Fremantle,Domain Stadium,81,111,12,9,17,9,3.88,1.27,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-16771239&p_stn_num=009151
Geelong,19/04/2015,15:20,Geelong,Gold Coast,Simonds Stadium,105,96,16,9,13,18,1.17,5.2,3.8,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1519465927&p_stn_num=087162
Launceston,19/04/2015,13:10,Hawthorn,Western Bulldogs,Aurora Stadium,127,57,19,13,8,9,1.06,9.69,3.6,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1658844915&p_stn_num=091072
Brisbane,18/04/2015,19:20,Brisbane,Richmond,Gabba,58,137,8,10,21,11,2.72,1.46,3.4,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-334797792&p_stn_num=040913
Melbourne,18/04/2015,19:20,North Melbourne,Port Adelaide,Etihad Stadium,105,113,16,9,17,11,1.9,1.9,,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Sydney,18/04/2015,16:35,Sydney,GWS Giants,SCG,111,90,16,15,12,18,1.16,5.4,0.8,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-873151344&p_stn_num=066073
Adelaide,18/04/2015,13:40,Adelaide,Melbourne,Adelaide Oval,80,55,12,8,7,13,1.08,8.24,,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-105924303&p_stn_num=023011
Melbourne,18/04/2015,13:45,Carlton,Essendon,MCG,84,105,11,18,16,9,3.83,1.27,,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Melbourne,17/04/2015,19:50,Collingwood,St Kilda,MCG,140,66,21,14,10,6,1.4,2.98,,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Melbourne,12/04/2015,16:40,North Melbourne,Brisbane,Etihad Stadium,133,51,20,13,7,9,1.14,5.78,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Melbourne,12/04/2015,15:20,Essendon,Hawthorn,MCG,78,76,12,6,11,10,4.65,1.2,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Geelong,12/04/2015,13:10,Geelong,Fremantle,Simonds Stadium,60,104,9,6,15,14,2.26,1.65,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1519465927&p_stn_num=087162
Adelaide,11/04/2015,19:10,Port Adelaide,Sydney,Adelaide Oval,44,92,6,8,14,8,1.61,2.34,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-105924303&p_stn_num=023011
Gold Coast,11/04/2015,19:20,Gold Coast,St Kilda,Metricon Stadium,76,104,10,16,16,8,1.19,4.85,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-326713690&p_stn_num=040416
Melbourne,11/04/2015,16:35,Collingwood,Adelaide,Etihad Stadium,63,90,9,9,12,18,2.95,1.41,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Canberra,11/04/2015,14:10,GWS Giants,Melbourne,Manuka Oval,101,56,15,11,8,8,1.45,2.77,,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-986923182&p_stn_num=070246
Melbourne,11/04/2015,13:45,Richmond,Western Bulldogs,MCG,66,85,9,12,12,13,1.35,3.26,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Perth,10/04/2015,18:10,West Coast,Carlton,Domain Stadium,131,62,20,11,9,8,1.53,2.54,12.4,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-16771239&p_stn_num=009151
Melbourne,6/04/2015,15:20,Hawthorn,Geelong,MCG,123,61,17,21,8,13,1.36,3.16,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Adelaide,5/04/2015,14:50,Adelaide,North Melbourne,Adelaide Oval,140,63,21,14,9,9,1.7,2.14,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-105924303&p_stn_num=023011
Melbourne,5/04/2015,13:10,St Kilda,GWS Giants,Etihad Stadium,78,87,11,12,12,15,3.43,1.32,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Perth,5/04/2015,16:40,Fremantle,Port Adelaide,Domain Stadium,75,68,11,9,10,8,1.67,2.22,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-16771239&p_stn_num=009151
Brisbane,4/04/2015,18:20,Brisbane,Collingwood,Gabba,74,86,11,8,12,14,1.48,2.67,0.4,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-334797792&p_stn_num=040913
Melbourne,4/04/2015,19:20,Western Bulldogs,West Coast,Etihad Stadium,97,87,14,13,14,3,2.52,1.53,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Homebush,4/04/2015,16:35,Sydney,Essendon,ANZ Stadium,72,60,10,12,9,6,1.31,3.49,19.6,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-871566312&p_stn_num=066013
Melbourne,4/04/2015,13:40,Melbourne,Gold Coast,MCG,115,89,17,13,13,11,2.97,1.41,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Melbourne,2/04/2015,19:20,Carlton,Richmond,MCG,78,105,11,12,15,15,2.53,1.53,0.4,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Melbourne,27/09/2014,14:30,Sydney,Hawthorn,MCG,74,137,11,8,21,11,1.57,2.41,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2014&p_c=-1487214643&p_stn_num=086232
Melbourne,20/09/2014,16:45,Hawthorn,Port Adelaide,MCG,97,94,15,7,13,16,1.33,3.38,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2014&p_c=-1487214643&p_stn_num=086232
Homebush,19/09/2014,19:50,Sydney,North Melbourne,ANZ Stadium,136,65,19,22,9,11,1.21,4.39,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2014&p_c=-871566312&p_stn_num=066013
Perth,13/09/2014,17:45,Fremantle,Port Adelaide,Domain Stadium,83,105,11,17,15,15,1.59,2.34,1,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2014&p_c=-16771239&p_stn_num=009151
Melbourne,12/09/2014,19:50,Geelong,North Melbourne,MCG,92,98,13,14,14,14,1.76,2.07,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2014&p_c=-1487214643&p_stn_num=086232
Adelaide,7/09/2014,14:50,Port Adelaide,Richmond,Adelaide Oval,132,75,20,12,11,9,1.41,2.88,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2014&p_c=-105924303&p_stn_num=023011
Melbourne,6/09/2014,19:15,North Melbourne,Essendon,MCG,93,81,14,9,12,9,1.68,2.19,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2014&p_c=-1487214643&p_stn_num=086232
Homebush,6/09/2014,14:45,Sydney,Fremantle,ANZ Stadium,93,69,13,15,10,9,1.39,3.04,4,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2014&p_c=-871566312&p_stn_num=066013
Melbourne,5/09/2014,19:50,Hawthorn,Geelong,MCG,104,68,15,14,10,8,1.47,2.67,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2014&p_c=-1487214643&p_stn_num=086232
Melbourne,31/08/2014,16:40,Western Bulldogs,GWS Giants,Etihad Stadium,109,115,15,19,18,7,1.25,4,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2014&p_c=-1487214643&p_stn_num=086232
Adelaide,31/08/2014,14:50,Adelaide,St Kilda,Adelaide Oval,141,62,22,9,9,8,1.04,11.16,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2014&p_c=-105924303&p_stn_num=023011
Gold Coast,31/08/2014,13:10,Gold Coast,West Coast,Metricon Stadium,99,151,15,9,23,13,2.36,1.59,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2014&p_c=-326713690&p_stn_num=040416
Geelong,30/08/2014,19:40,Geelong,Brisbane,Simonds Stadium,143,81,21,17,12,9,1.1,7.65,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2014&p_c=-1519465927&p_stn_num=087162
Melbourne,30/08/2014,19:40,North Melbourne,Melbourne,Etihad Stadium,123,93,19,9,14,9,1.08,8.03,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2014&p_c=-1487214643&p_stn_num=086232
Homebush,30/08/2014,16:40,Sydney,Richmond,ANZ Stadium,65,68,9,11,10,8,1.43,2.86,1,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2014&p_c=-871566312&p_stn_num=066013
Perth,30/08/2014,13:10,Fremantle,Port Adelaide,Domain Stadium,105,97,16,9,14,13,1.46,2.72,49,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2014&p_c=-16771239&p_stn_num=009151
Melbourne,30/08/2014,14:45,Carlton,Essendon,MCG,90,90,14,6,13,12,3.06,1.38,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2014&p_c=-1487214643&p_stn_num=086232
Melbourne,29/08/2014,19:50,Collingwood,Hawthorn,MCG,56,121,8,8,18,13,9.05,1.07,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2014&p_c=-1487214643&p_stn_num=086232
Melbourne,24/08/2014,16:40,Richmond,St Kilda,MCG,98,72,15,8,10,12,1.11,6.86,0.8,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2014&p_c=-1487214643&p_stn_num=086232
Melbourne,24/08/2014,15:20,Western Bulldogs,Sydney,Etihad Stadium,67,130,9,13,20,10,5.29,1.16,0.8,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2014&p_c=-1487214643&p_stn_num=086232
Brisbane,24/08/2014,13:10,Brisbane,Fremantle,Gabba,48,106,6,12,15,16,3.33,1.33,6,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2014&p_c=-334797792&p_stn_num=040913
Melbourne,23/08/2014,19:40,Hawthorn,Geelong,MCG,94,71,14,10,11,5,1.51,2.57,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2014&p_c=-1487214643&p_stn_num=086232
Perth,23/08/2014,17:40,West Coast,Melbourne,Domain Stadium,119,53,18,11,8,5,1.04,11.9,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2014&p_c=-16771239&p_stn_num=009151
Homebush,23/08/2014,16:40,GWS Giants,Collingwood,Spotless Stadium,67,75,9,13,11,9,2.36,1.59,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2014&p_c=-871566312&p_stn_num=066013
Melbourne,23/08/2014,14:10,Essendon,Gold Coast,Etihad Stadium,108,89,16,12,13,11,1.16,5.31,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2014&p_c=-1487214643&p_stn_num=086232
Hobart,23/08/2014,13:45,North Melbourne,Adelaide,Blundstone Arena,101,94,14,17,13,16,1.85,1.97,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2014&p_c=-1768351258&p_stn_num=094030
Adelaide,22/08/2014,19:20,Port Adelaide,Carlton,Adelaide Oval,140,37,20,20,5,7,1.27,3.78,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2014&p_c=-105924303&p_stn_num=023011
Perth,17/08/2014,14:40,Fremantle,Hawthorn,Domain Stadium,110,91,17,8,13,13,1.82,1.99,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2014&p_c=-16771239&p_stn_num=009151
Melbourne,17/08/2014,15:20,Melbourne,GWS Giants,MCG,34,98,3,16,15,8,1.43,2.84,0.8,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2014&p_c=-1487214643&p_stn_num=086232
Melbourne,17/08/2014,13:10,North Melbourne,Western Bulldogs,Etihad Stadium,111,61,17,9,8,13,1.35,3.22,0.8,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2014&p_c=-1487214643&p_stn_num=086232
Adelaide,16/08/2014,19:10,Adelaide,Richmond,Adelaide Oval,69,79,9,15,10,19,1.46,2.71,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2014&p_c=-105924303&p_stn_num=023011
Melbourne,16/08/2014,19:40,Collingwood,Brisbane,MCG,56,123,8,8,18,15,1.15,5.4,0.6,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2014&p_c=-1487214643&p_stn_num=086232
Melbourne,16/08/2014,16:40,Essendon,West Coast,Etihad Stadium,77,74,11,11,11,8,1.56,2.44,0.6,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2014&p_c=-1487214643&p_stn_num=086232
Gold Coast,16/08/2014,14:10,Gold Coast,Port Adelaide,Metricon Stadium,47,56,7,5,7,14,3.16,1.36,,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2014&p_c=-326713690&p_stn_num=040416
Sydney,16/08/2014,13:45,Sydney,St Kilda,SCG,127,56,19,13,8,8,1.01,17.61,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2014&p_c=-873151344&p_stn_num=066073
Melbourne,15/08/2014,19:50,Carlton,Geelong,Etihad Stadium,76,82,11,10,11,16,2.74,1.45,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2014&p_c=-1487214643&p_stn_num=086232
Perth,10/08/2014,14:40,West Coast,Collingwood,Domain Stadium,126,66,19,12,10,6,1.71,2.15,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2014&p_c=-16771239&p_stn_num=009151
Melbourne,10/08/2014,15:20,St Kilda,Western Bulldogs,Etihad Stadium,99,122,15,9,18,14,3.45,1.32,2.2,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2014&p_c=-1487214643&p_stn_num=086232
Brisbane,10/08/2014,13:10,Brisbane,Adelaide,Gabba,63,168,9,9,25,18,2.89,1.43,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2014&p_c=-334797792&p_stn_num=040913
Geelong,9/08/2014,19:40,Geelong,Fremantle,Simonds Stadium,81,79,12,9,11,13,1.46,2.75,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2014&p_c=-1519465927&p_stn_num=087162
Adelaide,9/08/2014,19:10,Port Adelaide,Sydney,Adelaide Oval,58,84,7,16,12,12,3.05,1.38,,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2014&p_c=-105924303&p_stn_num=023011
Melbourne,9/08/2014,16:40,Hawthorn,Melbourne,MCG,115,65,17,13,9,11,1.03,14.03,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2014&p_c=-1487214643&p_stn_num=086232
Melbourne,9/08/2014,14:10,Carlton,Gold Coast,Etihad Stadium,97,58,14,13,8,10,1.51,2.6,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2014&p_c=-1487214643&p_stn_num=086232
Canberra,9/08/2014,13:45,GWS Giants,North Melbourne,Manuka Oval,51,126,7,9,19,12,5.51,1.15,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2014&p_c=-986923182&p_stn_num=070246
Melbourne,8/08/2014,19:50,Richmond,Essendon,MCG,95,77,14,11,11,11,2.25,1.65,3.4,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2014&p_c=-1487214643&p_stn_num=086232
Melbourne,3/08/2014,16:40,Collingwood,Port Adelaide,MCG,76,70,11,10,10,10,2.19,1.67,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2014&p_c=-1487214643&p_stn_num=086232
Launceston,3/08/2014,15:20,Hawthorn,Western Bulldogs,Aurora Stadium,107,45,16,11,6,9,1.13,6.15,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2014&p_c=-1658844915&p_stn_num=091072
Melbourne,3/08/2014,13:10,Melbourne,Brisbane,Etihad Stadium,51,74,6,15,11,8,1.72,2.13,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2014&p_c=-1487214643&p_stn_num=086232
Gold Coast,2/08/2014,19:40,Gold Coast,St Kilda,Metricon Stadium,117,64,17,15,9,10,1.42,2.87,,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2014&p_c=-326713690&p_stn_num=040416
Melbourne,2/08/2014,19:40,North Melbourne,Geelong,Etihad Stadium,79,111,10,19,16,15,2.23,1.65,11.2,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2014&p_c=-1487214643&p_stn_num=086232
Melbourne,2/08/2014,16:40,Richmond,GWS Giants,MCG,89,62,13,11,8,14,1.09,7.38,11.2,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2014&p_c=-1487214643&p_stn_num=086232
Adelaide,2/08/2014,13:10,Adelaide,West Coast,Adelaide Oval,105,136,16,9,20,16,1.18,4.93,1.6,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2014&p_c=-105924303&p_stn_num=023011
