City,Date,Kick Off (local),Home Team,Away Team,Venue,Home Score,Away Score,Home Goals,Home Behinds,Away Goals,Away Behinds,Home Odds,Away Odds,Rain,URL
Perth,12/04/2013,18:40,Fremantle,Essendon,Domain Stadium,68,72,9,14,10,12,1.43,2.84,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2013&p_c=-16771239&p_stn_num=009151
Perth,7/04/2013,14:40,West Coast,Hawthorn,Domain Stadium,98,148,15,8,23,10,1.96,1.82,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2013&p_c=-16771239&p_stn_num=009151
Melbourne,7/04/2013,15:15,Collingwood,Carlton,MCG,117,100,17,15,15,10,1.47,2.68,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2013&p_c=-1487214643&p_stn_num=086232
Melbourne,7/04/2013,13:10,Geelong,North Melbourne,Etihad Stadium,112,108,16,16,17,6,1.43,2.79,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2013&p_c=-1487214643&p_stn_num=086232
Melbourne,6/04/2013,19:40,Essendon,Melbourne,MCG,184,36,28,16,5,6,1.08,7.93,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2013&p_c=-1487214643&p_stn_num=086232
Adelaide,6/04/2013,19:10,Port Adelaide,GWS Giants,AAMI Stadium,134,78,19,20,11,12,1.14,5.89,,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2013&p_c=-105924303&p_stn_num=023011
Brisbane,6/04/2013,15:40,Brisbane,Adelaide,Gabba,77,96,10,17,14,12,1.99,1.81,2,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2013&p_c=-334797792&p_stn_num=040913
Melbourne,6/04/2013,14:10,Western Bulldogs,Fremantle,Etihad Stadium,78,106,11,12,16,10,3.26,1.33,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2013&p_c=-1487214643&p_stn_num=086232
Sydney,6/04/2013,13:45,Sydney,Gold Coast,SCG,114,73,17,12,11,7,1.09,7.51,11.6,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2013&p_c=-873151344&p_stn_num=066073
Melbourne,5/04/2013,19:50,St Kilda,Richmond,MCG,82,99,12,10,14,15,2.95,1.4,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2013&p_c=-1487214643&p_stn_num=086232
Melbourne,1/04/2013,15:20,Hawthorn,Geelong,MCG,86,93,12,14,13,15,1.6,2.32,0.2,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2013&p_c=-1487214643&p_stn_num=086232
Melbourne,31/03/2013,16:40,North Melbourne,Collingwood,Etihad Stadium,87,103,13,9,15,13,2.38,1.58,2,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2013&p_c=-1487214643&p_stn_num=086232
Melbourne,31/03/2013,13:10,Melbourne,Port Adelaide,MCG,54,133,8,6,19,19,1.83,1.94,2,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2013&p_c=-1487214643&p_stn_num=086232
Gold Coast,30/03/2013,18:45,Gold Coast,St Kilda,Metricon Stadium,90,77,13,12,10,17,3.37,1.32,,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2013&p_c=-326713690&p_stn_num=040416
Homebush,30/03/2013,16:40,GWS Giants,Sydney,ANZ Stadium,76,106,11,10,16,10,11.62,1.04,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2013&p_c=-871566312&p_stn_num=066013
Melbourne,30/03/2013,13:40,Western Bulldogs,Brisbane,Etihad Stadium,127,59,19,13,7,17,3.83,1.27,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2013&p_c=-1487214643&p_stn_num=086232
Melbourne,28/03/2013,19:45,Carlton,Richmond,MCG,101,106,14,17,14,22,1.86,1.91,17.4,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2013&p_c=-1487214643&p_stn_num=086232
Perth,23/03/2013,16:40,Fremantle,West Coast,Domain Stadium,108,80,16,12,11,14,1.76,2.02,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2013&p_c=-16771239&p_stn_num=009151
Adelaide,22/03/2013,20:10,Adelaide,Essendon,AAMI Stadium,82,117,11,16,18,9,1.46,2.68,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2013&p_c=-105924303&p_stn_num=023011
Melbourne,29/09/2012,14:30,Hawthorn,Sydney,MCG,81,91,11,15,14,7,1.52,2.53,8.4,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Melbourne,22/09/2012,17:15,Hawthorn,Adelaide,MCG,97,92,13,19,14,8,1.13,5.85,1,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Homebush,21/09/2012,19:45,Sydney,Collingwood,ANZ Stadium,96,70,13,18,10,10,1.55,2.43,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-871566312&p_stn_num=066013
Melbourne,15/09/2012,19:45,Collingwood,West Coast,MCG,73,60,10,13,9,6,1.86,1.91,2,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Adelaide,14/09/2012,19:45,Adelaide,Fremantle,AAMI Stadium,81,71,12,9,11,5,1.6,2.31,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-105924303&p_stn_num=023011
Perth,9/09/2012,13:15,West Coast,North Melbourne,Domain Stadium,162,66,24,18,9,12,1.2,4.53,,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-16771239&p_stn_num=009151
Melbourne,8/09/2012,19:45,Geelong,Fremantle,MCG,80,96,11,14,14,12,1.28,3.64,0.8,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Adelaide,8/09/2012,14:45,Adelaide,Sydney,AAMI Stadium,42,71,5,12,11,5,1.63,2.24,,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-105924303&p_stn_num=023011
Melbourne,7/09/2012,19:50,Hawthorn,Collingwood,MCG,135,97,20,15,15,7,1.32,3.35,10.6,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Brisbane,2/09/2012,16:40,Brisbane,Western Bulldogs,Gabba,128,61,19,14,9,7,1.2,4.56,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-334797792&p_stn_num=040913
Melbourne,2/09/2012,15:15,Richmond,Port Adelaide,MCG,106,106,16,10,16,10,1.1,6.84,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Melbourne,2/09/2012,13:10,Carlton,St Kilda,Etihad Stadium,91,106,12,19,16,10,1.97,1.8,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Melbourne,1/09/2012,19:40,Essendon,Collingwood,MCG,72,104,10,12,14,20,5.25,1.15,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Perth,1/09/2012,17:40,Fremantle,Melbourne,Domain Stadium,101,40,14,17,5,10,1.03,11.75,,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-16771239&p_stn_num=009151
Homebush,1/09/2012,16:40,GWS Giants,North Melbourne,Spotless Stadium,77,105,11,11,16,9,16,1.01,2,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-871566312&p_stn_num=066013
Adelaide,1/09/2012,13:40,Adelaide,Gold Coast,AAMI Stadium,153,62,22,21,9,8,1.01,16.82,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-105924303&p_stn_num=023011
Geelong,1/09/2012,13:45,Geelong,Sydney,Simonds Stadium,112,78,17,10,11,12,1.65,2.2,0.2,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1519465927&p_stn_num=087162
Melbourne,31/08/2012,19:50,Hawthorn,West Coast,MCG,95,70,14,11,10,10,1.25,3.9,8.2,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Melbourne,26/08/2012,16:40,Melbourne,Adelaide,MCG,81,150,11,15,22,18,6.16,1.12,0.6,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Melbourne,26/08/2012,15:15,North Melbourne,Fremantle,Etihad Stadium,79,132,12,7,20,12,1.27,3.67,0.6,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Geelong,26/08/2012,13:10,Geelong,Western Bulldogs,Simonds Stadium,107,73,16,11,11,7,1.02,15.55,2.4,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1519465927&p_stn_num=087162
Gold Coast,25/08/2012,19:40,Gold Coast,Carlton,Metricon Stadium,98,86,15,8,11,20,13.6,1.02,,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-326713690&p_stn_num=040416
Perth,25/08/2012,17:40,West Coast,Collingwood,Domain Stadium,107,58,15,17,8,10,1.68,2.16,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-16771239&p_stn_num=009151
Sydney,25/08/2012,16:40,Sydney,Hawthorn,SCG,95,102,14,11,15,12,1.97,1.79,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-873151344&p_stn_num=066073
Adelaide,25/08/2012,13:40,Port Adelaide,Brisbane,AAMI Stadium,93,104,14,9,16,8,2.22,1.64,,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-105924303&p_stn_num=023011
Melbourne,25/08/2012,13:45,St Kilda,GWS Giants,Etihad Stadium,163,35,25,13,5,5,1.01,20.4,0.6,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Melbourne,24/08/2012,19:50,Richmond,Essendon,MCG,102,57,13,24,8,9,1.59,2.3,2.6,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Melbourne,19/08/2012,16:40,Hawthorn,Gold Coast,MCG,129,65,19,15,10,5,1.01,23.58,1.6,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Melbourne,19/08/2012,15:15,Western Bulldogs,Sydney,Etihad Stadium,85,167,13,7,26,11,8.66,1.06,1.6,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Adelaide,19/08/2012,12:40,Port Adelaide,West Coast,AAMI Stadium,50,98,6,14,14,14,5.64,1.13,,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-105924303&p_stn_num=023011
Brisbane,18/08/2012,19:40,Brisbane,Adelaide,Gabba,95,85,13,17,12,13,4.29,1.21,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-334797792&p_stn_num=040913
Melbourne,18/08/2012,19:40,Collingwood,North Melbourne,Etihad Stadium,61,91,8,13,13,13,1.31,3.42,4,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Perth,18/08/2012,14:40,Fremantle,Richmond,Domain Stadium,94,72,13,16,11,6,1.39,2.95,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-16771239&p_stn_num=009151
Canberra,18/08/2012,14:10,GWS Giants,Melbourne,Manuka Oval,59,84,9,5,11,18,4.55,1.19,,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-986923182&p_stn_num=070246
Melbourne,18/08/2012,13:45,Essendon,Carlton,MCG,60,156,8,12,24,12,2.05,1.74,4,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Melbourne,17/08/2012,19:50,Geelong,St Kilda,Etihad Stadium,123,81,18,15,11,15,1.31,3.38,4,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Melbourne,12/08/2012,16:40,Essendon,North Melbourne,Etihad Stadium,76,100,11,10,15,10,2.19,1.65,0.6,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Melbourne,12/08/2012,15:15,Richmond,Western Bulldogs,MCG,150,80,22,18,12,8,1.14,5.62,0.6,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Launceston,12/08/2012,13:10,Hawthorn,Port Adelaide,Aurora Stadium,159,87,24,15,13,9,1.01,19.5,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1658844915&p_stn_num=091072
Melbourne,11/08/2012,19:40,Carlton,Brisbane,Etihad Stadium,113,77,17,11,10,17,1.19,4.68,3,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Homebush,11/08/2012,19:40,Sydney,Collingwood,ANZ Stadium,70,78,9,16,12,6,1.59,2.34,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-871566312&p_stn_num=066013
Gold Coast,11/08/2012,16:40,Gold Coast,GWS Giants,Metricon Stadium,109,79,16,13,12,7,1.36,3.08,,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-326713690&p_stn_num=040416
Adelaide,11/08/2012,13:40,Adelaide,Fremantle,AAMI Stadium,119,91,17,17,14,7,1.4,2.91,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-105924303&p_stn_num=023011
Melbourne,11/08/2012,13:45,St Kilda,Melbourne,MCG,107,82,16,11,12,10,1.05,9.67,3,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Perth,10/08/2012,18:40,West Coast,Geelong,Domain Stadium,102,97,16,6,15,7,1.68,2.15,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-16771239&p_stn_num=009151
Adelaide,5/08/2012,14:10,Adelaide,Essendon,AAMI Stadium,104,100,16,8,15,10,1.15,5.45,,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-105924303&p_stn_num=023011
Melbourne,5/08/2012,15:15,Carlton,Sydney,Etihad Stadium,71,93,10,11,14,9,2.97,1.39,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Melbourne,5/08/2012,13:10,Melbourne,Gold Coast,MCG,108,66,16,12,9,12,1.39,3.02,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Brisbane,4/08/2012,19:40,Brisbane,Richmond,Gabba,84,132,12,12,20,12,2.21,1.64,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-334797792&p_stn_num=040913
Melbourne,4/08/2012,19:40,Collingwood,St Kilda,MCG,91,85,12,19,13,7,1.4,2.94,1.4,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Perth,4/08/2012,14:40,Fremantle,West Coast,Domain Stadium,113,48,17,11,6,12,2.59,1.49,3.6,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-16771239&p_stn_num=009151
Homebush,4/08/2012,14:10,GWS Giants,Port Adelaide,Spotless Stadium,107,73,16,11,10,13,6.7,1.1,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-871566312&p_stn_num=066013
Melbourne,4/08/2012,13:45,Western Bulldogs,North Melbourne,Etihad Stadium,61,115,8,13,18,7,7.84,1.08,1.4,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Melbourne,3/08/2012,19:50,Hawthorn,Geelong,MCG,116,118,17,14,18,10,1.29,3.61,0.8,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Perth,29/07/2012,14:40,West Coast,Brisbane,Domain Stadium,175,77,28,7,12,5,1.14,5.66,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-16771239&p_stn_num=009151
Melbourne,29/07/2012,15:15,St Kilda,Western Bulldogs,Etihad Stadium,118,42,16,22,6,6,1.14,5.54,5.4,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Adelaide,29/07/2012,12:40,Port Adelaide,Fremantle,AAMI Stadium,48,75,6,12,11,9,2.45,1.54,,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-105924303&p_stn_num=023011
Melbourne,28/07/2012,19:40,Carlton,Richmond,MCG,95,91,14,11,13,13,2.34,1.58,13.6,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Gold Coast,28/07/2012,19:40,Gold Coast,Sydney,Metricon Stadium,54,126,8,6,19,12,9.98,1.05,,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-326713690&p_stn_num=040416
Homebush,28/07/2012,16:40,GWS Giants,Collingwood,Spotless Stadium,54,174,7,12,26,18,22.17,1.01,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-871566312&p_stn_num=066013
Melbourne,28/07/2012,14:10,North Melbourne,Melbourne,Etihad Stadium,127,73,19,13,11,7,1.09,7.67,13.6,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Geelong,28/07/2012,13:45,Geelong,Adelaide,Simonds Stadium,102,75,15,12,11,9,1.61,2.27,6.4,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1519465927&p_stn_num=087162
Melbourne,27/07/2012,19:50,Essendon,Hawthorn,Etihad Stadium,86,180,12,14,27,18,5.2,1.16,2,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Perth,22/07/2012,14:40,Fremantle,GWS Giants,Domain Stadium,132,37,18,24,5,7,1.01,21.83,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-16771239&p_stn_num=009151
Melbourne,22/07/2012,15:15,Richmond,North Melbourne,MCG,99,103,14,15,15,13,2.1,1.73,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Sydney,22/07/2012,13:10,Sydney,St Kilda,SCG,105,76,15,15,10,16,1.36,3.11,1.8,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-873151344&p_stn_num=066073
Darwin,21/07/2012,19:10,Melbourne,Port Adelaide,TIO Stadium,56,84,8,8,12,12,2.24,1.63,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-40163856&p_stn_num=014167
Melbourne,21/07/2012,19:40,Western Bulldogs,Carlton,Etihad Stadium,84,102,12,12,16,6,2.35,1.58,0.2,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Gold Coast,21/07/2012,16:40,Gold Coast,Brisbane,Metricon Stadium,48,59,5,18,8,11,3.95,1.25,,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-326713690&p_stn_num=040416
Adelaide,21/07/2012,13:40,Adelaide,West Coast,AAMI Stadium,124,75,19,10,11,9,1.43,2.78,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-105924303&p_stn_num=023011
Melbourne,21/07/2012,13:45,Collingwood,Hawthorn,MCG,91,138,13,13,21,12,1.9,1.88,0.2,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Melbourne,20/07/2012,19:50,Geelong,Essendon,Etihad Stadium,134,67,20,14,10,7,2.02,1.76,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Perth,15/07/2012,14:40,West Coast,Sydney,Domain Stadium,69,121,10,9,18,13,1.69,2.13,0.4,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-16771239&p_stn_num=009151
Melbourne,15/07/2012,15:15,Western Bulldogs,Hawthorn,Etihad Stadium,44,116,6,8,17,14,10.07,1.04,2.8,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Homebush,15/07/2012,13:10,GWS Giants,Adelaide,Spotless Stadium,59,178,8,11,27,16,16.46,1.01,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-871566312&p_stn_num=066013
Brisbane,14/07/2012,19:40,Brisbane,St Kilda,Gabba,92,105,14,8,16,9,2.53,1.51,12,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-334797792&p_stn_num=040913
Melbourne,14/07/2012,19:40,Geelong,Collingwood,MCG,79,110,10,19,17,8,2.65,1.48,0.4,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Cairns,14/07/2012,16:40,Richmond,Gold Coast,Cazaly’s Stadium,88,90,13,10,13,12,1.16,5.18,0.3,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-194935783&p_stn_num=031218
